municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria,,
Madrid-Hortaleza;29/06/2020 09:00;12;6,38;1869;993,16;79616
Madrid-Villaverde;29/06/2020 09:00;30;20,14;1574;1056,76;79617
Madrid-Villa de Vallecas;29/06/2020 09:00;20;18,12;1317;1193,31;79618
Madrid-Vicalvaro;29/06/2020 09:00;24;33,29;927;1285,87;79619
Pozuelo de Alarcón;29/06/2020 09:00;6;6,94;855;989,33;1150
Alcorcón;29/06/2020 09:00;12;7,04;1951;1144,19;72
Navalcarnero;29/06/2020 09:00;;3,41;222;757,73;967
San Agustín del Guadalix;29/06/2020 09:00;;0;84;627,85;1296
Las Rozas de Madrid;29/06/2020 09:00;11;11,48;866;903,83;1277
Moraleja de Enmedio;29/06/2020 09:00;;0;29;564,64;894
Valdaracete;29/06/2020 09:00;;0;7;1149,43;1551
Pozuelo del Rey;29/06/2020 09:00;;87,18;;348,74;1163
Puebla de la Sierra;29/06/2020 09:00;;0;;0;1185,,
Perales de Tajuña;29/06/2020 09:00;;34,07;12;408,86;1104
Valdemorillo;29/06/2020 09:00;;0;52;415,4;1603
Navalafuente;29/06/2020 09:00;;0;8;552,1;941
Velilla de San Antonio;29/06/2020 09:00;;8,17;78;637,46;1678
Villanueva de la Cañada;29/06/2020 09:00;;4,66;173;806,71;1760
Villanueva del Pardillo;29/06/2020 09:00;;5,82;113;657,74;1776
Nuevo Baztán;29/06/2020 09:00;;0;33;525,81;1006
Villamantilla;29/06/2020 09:00;;0;8;555,17;1757
Villamanta;29/06/2020 09:00;;0;18;704,5;1744
Cabanillas de la Sierra;29/06/2020 09:00;;0;10;1322,75;297
Cenicientos;29/06/2020 09:00;;49,19;37;1819,97;376
Puentes Viejas;29/06/2020 09:00;;0;;294,55;9020
Aranjuez;29/06/2020 09:00;;3,36;478;801,92;133
Cercedilla;29/06/2020 09:00;;14,23;125;1779,11;382
Santorcaz;29/06/2020 09:00;;0;7;790,07;1369
Coslada;29/06/2020 09:00;;6,12;868;1062,93;493
Morata de Tajuña;29/06/2020 09:00;;13,02;112;1457,76;915
Robregordo;29/06/2020 09:00;;0;;0;1261,,
Navarredonda y San Mamés;29/06/2020 09:00;;0;;775,19;973
Venturada;29/06/2020 09:00;;0;;138,7;1697
Navacerrada;29/06/2020 09:00;;0;19;639,3;936
Montejo de la Sierra;29/06/2020 09:00;;0;;283,29;881
Fresno de Torote;29/06/2020 09:00;;0;14;630,35;571
Pinilla del Valle;29/06/2020 09:00;;0;;0;1126,,
Valdemaqueda;29/06/2020 09:00;;0;;640,2;1599
Navas del Rey;29/06/2020 09:00;;34,27;83;2844,41;992
Olmeda de las Fuentes;29/06/2020 09:00;;0;;862,07;1013
Bustarviejo;29/06/2020 09:00;;0;11;439,47;284
Becerril de la Sierra;29/06/2020 09:00;;0;35;612,53;186
Fuenlabrada;29/06/2020 09:00;32;16,52;1709;882,29;587
Garganta de los Montes;29/06/2020 09:00;;0;;288,18;626
Pinto;29/06/2020 09:00;12;22,85;361;687,28;1132
Alameda del Valle;29/06/2020 09:00;;0;;0;0035,,
Berzosa del Lozoya;29/06/2020 09:00;;0;;975,61;203
Los Santos de la Humosa;29/06/2020 09:00;;0;21;810,81;1375
El Álamo;29/06/2020 09:00;;21,12;108;1140,44;40
Pelayos de la Presa;29/06/2020 09:00;;0;19;731,9;1090
Galapagar;29/06/2020 09:00;;8,89;296;877,24;611
Griñón;29/06/2020 09:00;;19,38;114;1104,76;663
Gargantilla del Lozoya y Pinilla de Buitrago;29/06/2020 09:00;;0;;949,37;632
Aldea del Fresno;29/06/2020 09:00;;0;62;2184,64;88
Carabaña;29/06/2020 09:00;;0;14;696,52;357
Talamanca de Jarama;29/06/2020 09:00;;0;66;1711,17;1454
Chapinería;29/06/2020 09:00;;0;8;343,64;513
Ciempozuelos;29/06/2020 09:00;;0;278;1130,45;409
Ajalvir;29/06/2020 09:00;;21,22;36;764,01;29
San Lorenzo de El Escorial;29/06/2020 09:00;;5,44;150;816,59;1317
Gascones;29/06/2020 09:00;;0;;0;0647,,
San Martín de la Vega;29/06/2020 09:00;;10,43;105;547,73;1322
Móstoles;29/06/2020 09:00;36;17,21;2328;1112,9;920
Leganés;29/06/2020 09:00;83;43,72;3389;1784,99;745
Braojos;29/06/2020 09:00;;0;;975,61;246
Cubas de la Sagra;29/06/2020 09:00;;31,19;36;561,36;506
Algete;29/06/2020 09:00;;0;134;650,14;91
Mejorada del Campo;29/06/2020 09:00;;0;190;816,36;843
Loeches;29/06/2020 09:00;;0;52;591,51;758
Parla;29/06/2020 09:00;11;8,45;834;640,93;1065
Fuentidueña de Tajo;29/06/2020 09:00;;48,71;20;974,18;604
Ambite;29/06/2020 09:00;;0;7;1182,43;112
Torremocha de Jarama;29/06/2020 09:00;;0;16;1570,17;1533
Anchuelo;29/06/2020 09:00;;78,68;8;629,43;127
Los Molinos;29/06/2020 09:00;;22,78;56;1275,92;875
Soto del Real;29/06/2020 09:00;;0;77;875,1;1441
Valverde de Alcalá;29/06/2020 09:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;29/06/2020 09:00;;29,87;41;612,31;590
Horcajo de la Sierra-Aoslos;29/06/2020 09:00;;0;;2758,62;702
Valdeolmos-Alalpardo;29/06/2020 09:00;;0;11;265,96;1625
Campo Real;29/06/2020 09:00;;16,1;32;515,3;339
Valdeavero;29/06/2020 09:00;;0;10;643,5;1564
Villamanrique de Tajo;29/06/2020 09:00;;0;;568,99;1739
Cobeña;29/06/2020 09:00;;13,46;88;1184,71;416
Fresnedillas de la Oliva;29/06/2020 09:00;;0;9;572,52;565
Valdilecha;29/06/2020 09:00;;0;21;715,99;1659
El Berrueco;29/06/2020 09:00;;526,32;12;1578,95;210
Pezuela de las Torres;29/06/2020 09:00;;0;;237,53;1111
Villar del Olmo;29/06/2020 09:00;;0;7;348,09;1795
Guadarrama;29/06/2020 09:00;;6,24;237;1478,29;685
San Martín de Valdeiglesias;29/06/2020 09:00;;11,82;101;1193,99;1338
Torrelodones;29/06/2020 09:00;;0;361;1522,11;1527
Boadilla del Monte;29/06/2020 09:00;;5,5;399;731,17;225
Torrejón de Velasco;29/06/2020 09:00;;22,82;24;547,7;1505
Villanueva de Perales;29/06/2020 09:00;;0;;319,9;1782
Tielmes;29/06/2020 09:00;;37,74;37;1396,23;1467
San Sebastián de los Reyes;29/06/2020 09:00;19;21,28;622;696,72;1343
Guadalix de la Sierra;29/06/2020 09:00;;0;52;836,82;679
Humanes de Madrid;29/06/2020 09:00;;20,26;143;724,31;730
Chinchón;29/06/2020 09:00;;18,76;32;600,26;528
Cadalso de los Vidrios;29/06/2020 09:00;;0;15;493,58;318
Hoyo de Manzanares;29/06/2020 09:00;;0;44;521,7;724
Torrejón de la Calzada;29/06/2020 09:00;;0;41;462,13;1492
Estremera;29/06/2020 09:00;;0;10;793,65;552
Corpa;29/06/2020 09:00;;0;6;841,51;480
Meco;29/06/2020 09:00;;6,99;145;1013,63;838
Madarcos;29/06/2020 09:00;;0;;0;0783,,
Zarzalejo;29/06/2020 09:00;;0;43;2593,49;1837
Arganda del Rey;29/06/2020 09:00;;1,81;376;678,84;148
Collado Mediano;29/06/2020 09:00;;0;33;474,27;468
Daganzo de Arriba;29/06/2020 09:00;;0;44;431,16;534
Manzanares El Real;29/06/2020 09:00;;0;48;542,99;822
Buitrago del Lozoya;29/06/2020 09:00;;53,08;17;902,34;278
Valdelaguna;29/06/2020 09:00;;0;;106,72;1570
Valdepiélagos;29/06/2020 09:00;;0;;0;1631,,
Casarrubuelos;29/06/2020 09:00;;0;11;291,16;360
Miraflores de la Sierra;29/06/2020 09:00;;0;39;638,51;856
Paracuellos de Jarama;29/06/2020 09:00;;11,87;83;328,47;1049
El Vellón;29/06/2020 09:00;;0;14;715,02;1684
Lozoya;29/06/2020 09:00;;0;;172,12;761
Collado Villalba;29/06/2020 09:00;;7,85;572;898,26;474
Colmenarejo;29/06/2020 09:00;;21,91;51;558,6;442
Villavieja del Lozoya;29/06/2020 09:00;;0;;0;1821,,
Prádena del Rincón;29/06/2020 09:00;;0;;0;1179,,
La Cabrera;29/06/2020 09:00;;0;12;449,94;301
Sevilla la Nueva;29/06/2020 09:00;;32,2;159;1706,37;1415
La Acebeda;29/06/2020 09:00;;0;;0;0014,,
Redueña;29/06/2020 09:00;;0;;769,23;1219
Robledillo de la Jara;29/06/2020 09:00;;0;;1250;1245,,
La Serna del Monte;29/06/2020 09:00;;0;;0;1381,,
Colmenar de Oreja;29/06/2020 09:00;;0;28;348,61;437
Rozas de Puerto Real;29/06/2020 09:00;;0;;943,4;1283
Valdemanco;29/06/2020 09:00;;0;;218,82;1586
Brunete;29/06/2020 09:00;;9,31;119;1108,42;262
Titulcia;29/06/2020 09:00;;76,16;10;761,61;1473
Villa del Prado;29/06/2020 09:00;;15,34;136;2085,89;1718
Lozoyuela-Navas-Sieteiglesias;29/06/2020 09:00;;0;;230,95;9015
Quijorna;29/06/2020 09:00;;0;35;1017,74;1198
Valdemoro;29/06/2020 09:00;12;15,79;893;1175,26;1610
Tres Cantos;29/06/2020 09:00;;6,29;449;940,87;9036
Torrelaguna;29/06/2020 09:00;;21,01;27;567,23;1512
Rivas-Vaciamadrid;29/06/2020 09:00;10;11,34;623;706,75;1230
El Atazar;29/06/2020 09:00;;0;;0;0164,,
Pedrezuela;29/06/2020 09:00;;0;35;594,03;1087
Santa María de la Alameda;29/06/2020 09:00;;0;7;558,21;1356
Horcajuelo de la Sierra;29/06/2020 09:00;;0;;0;0719,,
Arroyomolinos;29/06/2020 09:00;;3,19;198;630,65;151
Moralzarzal;29/06/2020 09:00;;7,68;81;621,83;908
Canencia;29/06/2020 09:00;;0;;671,14;344
Villarejo de Salvanés;29/06/2020 09:00;;13,63;44;599,86;1809
Serranillos del Valle;29/06/2020 09:00;;0;39;936,37;1408
Villaviciosa de Odón;29/06/2020 09:00;;17,96;234;840,67;1816
Camarma de Esteruelas;29/06/2020 09:00;;0;46;627,04;323
Robledo de Chavela;29/06/2020 09:00;;0;30;702,58;1258
Patones;29/06/2020 09:00;;184,84;11;2033,27;1071
Navalagamella;29/06/2020 09:00;;0;7;268,2;954
Rascafría;29/06/2020 09:00;;0;6;360,58;1202
El Boalo;29/06/2020 09:00;;13,32;46;612,68;231
Majadahonda;29/06/2020 09:00;6;8,35;636;885,47;800
Batres;29/06/2020 09:00;;0;10;593,82;170
Alcobendas;29/06/2020 09:00;12;10,25;885;756,15;66
Alcalá de Henares;29/06/2020 09:00;12;6,13;2514;1284,95;53
Colmenar Viejo;29/06/2020 09:00;;5,91;506;997,01;455
San Fernando de Henares;29/06/2020 09:00;;10,14;447;1133,6;1300
Villalbilla;29/06/2020 09:00;;7,21;94;677,33;1723
El Escorial;29/06/2020 09:00;;6,19;147;909,54;549
Colmenar del Arroyo;29/06/2020 09:00;;0;52;3014,49;421
Torrejón de Ardoz;29/06/2020 09:00;10;7,61;1124;855,56;1489
Piñuécar-Gandullas;29/06/2020 09:00;;0;;0;1147,,
Brea de Tajo;29/06/2020 09:00;;0;8;1526,72;259
El Molar;29/06/2020 09:00;;0;40;447,53;869
Belmonte de Tajo;29/06/2020 09:00;;0;;300,48;199
Torres de la Alameda;29/06/2020 09:00;;12,86;89;1144,11;1548
Somosierra;29/06/2020 09:00;;0;;2325,58;1436
Alpedrete;29/06/2020 09:00;;13,72;151;1036,02;105
Orusco de Tajuña;29/06/2020 09:00;;0;24;1929,26;1028
La Hiruela;29/06/2020 09:00;;0;;3508,77;698
Cervera de Buitrago;29/06/2020 09:00;;0;;2000;0395,,
Getafe;29/06/2020 09:00;42;22,9;1607;876,35;650
Ribatejada;29/06/2020 09:00;;0;;255,43;1224
Villaconejos;29/06/2020 09:00;;0;9;265,64;1701
Valdetorres de Jarama;29/06/2020 09:00;;0;18;400,27;1646
Madrid-Retiro;28/06/2020 09:00;35;29,33;1675;1403,82;79603
Madrid-Salamanca;28/06/2020 09:00;19;13;1763;1206,67;79604
Madrid-Centro;28/06/2020 09:00;24;17,8;1275;945,51;79601
Madrid-Arganzuela;28/06/2020 09:00;18;11,7;1755;1141,07;79602
Madrid-Chamartin;28/06/2020 09:00;11;7,54;1779;1219,75;79605
Madrid-Tetuan;28/06/2020 09:00;8;5,06;2221;1405,49;79606
Madrid-Chamberi;28/06/2020 09:00;22;15,78;1709;1226,15;79607
Madrid-Fuencarral-El Pardo;28/06/2020 09:00;29;11,79;3258;1324,72;79608
Madrid-Moncloa-Aravaca;28/06/2020 09:00;26;21,77;1547;1295,44;79609
Madrid-Latina;28/06/2020 09:00;58;24,35;3061;1284,96;79610
Madrid-Carabanchel;28/06/2020 09:00;41;16,2;2941;1162;79611
Madrid-Usera;28/06/2020 09:00;21;15,03;1495;1069,84;79612
Madrid-Puente de Vallecas;28/06/2020 09:00;61;25,97;3338;1421,29;79613
Madrid-San Blas - Canillejas;28/06/2020 09:00;15;9,49;1573;994,68;79620
Madrid-Barajas;28/06/2020 09:00;;10,22;452;923,49;79621
Madrid-Moratalaz;28/06/2020 09:00;27;28,55;1509;1595,64;79614
Madrid-Ciudad Lineal;28/06/2020 09:00;41;18,96;2405;1111,96;79615
Madrid-Hortaleza;28/06/2020 09:00;13;6,91;1861;988,91;79616
Madrid-Villaverde;28/06/2020 09:00;30;20,14;1573;1056,09;79617
Madrid-Villa de Vallecas;28/06/2020 09:00;21;19,03;1313;1189,69;79618
Madrid-Vicalvaro;28/06/2020 09:00;25;34,68;925;1283,1;79619
Pozuelo de Alarcón;28/06/2020 09:00;6;6,94;854;988,17;1150
Alcorcón;28/06/2020 09:00;12;7,04;1951;1144,19;72
Navalcarnero;28/06/2020 09:00;;3,41;222;757,73;967
San Agustín del Guadalix;28/06/2020 09:00;;0;84;627,85;1296
Las Rozas de Madrid;28/06/2020 09:00;11;11,48;864;901,75;1277
Moraleja de Enmedio;28/06/2020 09:00;;0;29;564,64;894
Valdaracete;28/06/2020 09:00;;0;7;1149,43;1551
Pozuelo del Rey;28/06/2020 09:00;;87,18;;348,74;1163
Puebla de la Sierra;28/06/2020 09:00;;0;;0;1185,,
Perales de Tajuña;28/06/2020 09:00;;34,07;12;408,86;1104
Valdemorillo;28/06/2020 09:00;;0;52;415,4;1603
Navalafuente;28/06/2020 09:00;;0;8;552,1;941
Velilla de San Antonio;28/06/2020 09:00;;8,17;78;637,46;1678
Villanueva de la Cañada;28/06/2020 09:00;;4,66;172;802,05;1760
Villanueva del Pardillo;28/06/2020 09:00;;5,82;113;657,74;1776
Nuevo Baztán;28/06/2020 09:00;;0;33;525,81;1006
Villamantilla;28/06/2020 09:00;;0;8;555,17;1757
Villamanta;28/06/2020 09:00;;0;18;704,5;1744
Cabanillas de la Sierra;28/06/2020 09:00;;0;10;1322,75;297
Cenicientos;28/06/2020 09:00;;49,19;37;1819,97;376
Puentes Viejas;28/06/2020 09:00;;0;;294,55;9020
Aranjuez;28/06/2020 09:00;;3,36;478;801,92;133
Cercedilla;28/06/2020 09:00;;14,23;125;1779,11;382
Santorcaz;28/06/2020 09:00;;0;7;790,07;1369
Coslada;28/06/2020 09:00;;6,12;868;1062,93;493
Morata de Tajuña;28/06/2020 09:00;;13,02;112;1457,76;915
Robregordo;28/06/2020 09:00;;0;;0;1261,,
Navarredonda y San Mamés;28/06/2020 09:00;;0;;775,19;973
Venturada;28/06/2020 09:00;;0;;138,7;1697
Navacerrada;28/06/2020 09:00;;0;19;639,3;936
Montejo de la Sierra;28/06/2020 09:00;;0;;283,29;881
Fresno de Torote;28/06/2020 09:00;;0;14;630,35;571
Pinilla del Valle;28/06/2020 09:00;;0;;0;1126,,
Valdemaqueda;28/06/2020 09:00;;0;;640,2;1599
Navas del Rey;28/06/2020 09:00;;34,27;83;2844,41;992
Olmeda de las Fuentes;28/06/2020 09:00;;0;;862,07;1013
Bustarviejo;28/06/2020 09:00;;0;11;439,47;284
Becerril de la Sierra;28/06/2020 09:00;;0;35;612,53;186
Fuenlabrada;28/06/2020 09:00;32;16,52;1708;881,78;587
Garganta de los Montes;28/06/2020 09:00;;0;;288,18;626
Pinto;28/06/2020 09:00;12;22,85;361;687,28;1132
Alameda del Valle;28/06/2020 09:00;;0;;0;0035,,
Berzosa del Lozoya;28/06/2020 09:00;;0;;975,61;203
Los Santos de la Humosa;28/06/2020 09:00;;0;21;810,81;1375
El Álamo;28/06/2020 09:00;;31,68;107;1129,88;40
Pelayos de la Presa;28/06/2020 09:00;;0;18;693,37;1090
Galapagar;28/06/2020 09:00;;8,89;295;874,28;611
Griñón;28/06/2020 09:00;;19,38;114;1104,76;663
Gargantilla del Lozoya y Pinilla de Buitrago;28/06/2020 09:00;;0;;949,37;632
Aldea del Fresno;28/06/2020 09:00;;0;62;2184,64;88
Carabaña;28/06/2020 09:00;;0;14;696,52;357
Talamanca de Jarama;28/06/2020 09:00;;0;66;1711,17;1454
Chapinería;28/06/2020 09:00;;0;8;343,64;513
Ciempozuelos;28/06/2020 09:00;;0;278;1130,45;409
Ajalvir;28/06/2020 09:00;;21,22;36;764,01;29
San Lorenzo de El Escorial;28/06/2020 09:00;;5,44;150;816,59;1317
Gascones;28/06/2020 09:00;;0;;0;0647,,
San Martín de la Vega;28/06/2020 09:00;;10,43;105;547,73;1322
Móstoles;28/06/2020 09:00;37;17,69;2326;1111,94;920
Leganés;28/06/2020 09:00;83;43,72;3388;1784,46;745
Braojos;28/06/2020 09:00;;0;;975,61;246
Cubas de la Sagra;28/06/2020 09:00;;31,19;36;561,36;506
Algete;28/06/2020 09:00;;0;134;650,14;91
Mejorada del Campo;28/06/2020 09:00;;0;190;816,36;843
Loeches;28/06/2020 09:00;;0;52;591,51;758
Parla;28/06/2020 09:00;12;9,22;834;640,93;1065
Fuentidueña de Tajo;28/06/2020 09:00;;48,71;20;974,18;604
Ambite;28/06/2020 09:00;;0;7;1182,43;112
Torremocha de Jarama;28/06/2020 09:00;;0;16;1570,17;1533
Anchuelo;28/06/2020 09:00;;78,68;8;629,43;127
Los Molinos;28/06/2020 09:00;;45,57;56;1275,92;875
Soto del Real;28/06/2020 09:00;;0;77;875,1;1441
Valverde de Alcalá;28/06/2020 09:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;28/06/2020 09:00;;29,87;41;612,31;590
Horcajo de la Sierra-Aoslos;28/06/2020 09:00;;0;;2758,62;702
Valdeolmos-Alalpardo;28/06/2020 09:00;;0;11;265,96;1625
Campo Real;28/06/2020 09:00;;16,1;32;515,3;339
Valdeavero;28/06/2020 09:00;;0;9;579,15;1564
Villamanrique de Tajo;28/06/2020 09:00;;0;;568,99;1739
Cobeña;28/06/2020 09:00;;13,46;88;1184,71;416
Fresnedillas de la Oliva;28/06/2020 09:00;;0;9;572,52;565
Valdilecha;28/06/2020 09:00;;0;21;715,99;1659
El Berrueco;28/06/2020 09:00;;526,32;12;1578,95;210
Pezuela de las Torres;28/06/2020 09:00;;0;;237,53;1111
Villar del Olmo;28/06/2020 09:00;;49,73;7;348,09;1795
Guadarrama;28/06/2020 09:00;;6,24;237;1478,29;685
San Martín de Valdeiglesias;28/06/2020 09:00;;11,82;101;1193,99;1338
Torrelodones;28/06/2020 09:00;;0;360;1517,9;1527
Boadilla del Monte;28/06/2020 09:00;;3,67;397;727,51;225
Torrejón de Velasco;28/06/2020 09:00;;22,82;24;547,7;1505
Villanueva de Perales;28/06/2020 09:00;;0;;319,9;1782
Tielmes;28/06/2020 09:00;;37,74;36;1358,49;1467
San Sebastián de los Reyes;28/06/2020 09:00;19;21,28;620;694,48;1343
Guadalix de la Sierra;28/06/2020 09:00;;0;52;836,82;679
Humanes de Madrid;28/06/2020 09:00;;20,26;143;724,31;730
Chinchón;28/06/2020 09:00;;18,76;32;600,26;528
Cadalso de los Vidrios;28/06/2020 09:00;;0;14;460,68;318
Hoyo de Manzanares;28/06/2020 09:00;;0;44;521,7;724
Torrejón de la Calzada;28/06/2020 09:00;;0;41;462,13;1492
Estremera;28/06/2020 09:00;;0;10;793,65;552
Corpa;28/06/2020 09:00;;0;6;841,51;480
Meco;28/06/2020 09:00;;6,99;145;1013,63;838
Madarcos;28/06/2020 09:00;;0;;0;0783,,
Zarzalejo;28/06/2020 09:00;;0;43;2593,49;1837
Arganda del Rey;28/06/2020 09:00;;1,81;374;675,22;148
Collado Mediano;28/06/2020 09:00;;0;33;474,27;468
Daganzo de Arriba;28/06/2020 09:00;;0;44;431,16;534
Manzanares El Real;28/06/2020 09:00;;0;48;542,99;822
Buitrago del Lozoya;28/06/2020 09:00;;53,08;17;902,34;278
Valdelaguna;28/06/2020 09:00;;0;;106,72;1570
Valdepiélagos;28/06/2020 09:00;;0;;0;1631,,
Casarrubuelos;28/06/2020 09:00;;0;11;291,16;360
Miraflores de la Sierra;28/06/2020 09:00;;0;39;638,51;856
Paracuellos de Jarama;28/06/2020 09:00;;11,87;82;324,51;1049
El Vellón;28/06/2020 09:00;;0;14;715,02;1684
Lozoya;28/06/2020 09:00;;0;;172,12;761
Collado Villalba;28/06/2020 09:00;;7,85;572;898,26;474
Colmenarejo;28/06/2020 09:00;;21,91;51;558,6;442
Villavieja del Lozoya;28/06/2020 09:00;;0;;0;1821,,
Prádena del Rincón;28/06/2020 09:00;;0;;0;1179,,
La Cabrera;28/06/2020 09:00;;0;12;449,94;301
Sevilla la Nueva;28/06/2020 09:00;;32,2;159;1706,37;1415
La Acebeda;28/06/2020 09:00;;0;;0;0014,,
Redueña;28/06/2020 09:00;;0;;769,23;1219
Robledillo de la Jara;28/06/2020 09:00;;0;;1250;1245,,
La Serna del Monte;28/06/2020 09:00;;0;;0;1381,,
Colmenar de Oreja;28/06/2020 09:00;;0;28;348,61;437
Rozas de Puerto Real;28/06/2020 09:00;;0;;943,4;1283
Valdemanco;28/06/2020 09:00;;0;;218,82;1586
Brunete;28/06/2020 09:00;;18,63;119;1108,42;262
Titulcia;28/06/2020 09:00;;76,16;10;761,61;1473
Villa del Prado;28/06/2020 09:00;;15,34;136;2085,89;1718
Lozoyuela-Navas-Sieteiglesias;28/06/2020 09:00;;0;;230,95;9015
Quijorna;28/06/2020 09:00;;0;35;1017,74;1198
Valdemoro;28/06/2020 09:00;12;15,79;891;1172,63;1610
Tres Cantos;28/06/2020 09:00;;6,29;446;934,58;9036
Torrelaguna;28/06/2020 09:00;;21,01;27;567,23;1512
Rivas-Vaciamadrid;28/06/2020 09:00;10;11,34;622;705,62;1230
El Atazar;28/06/2020 09:00;;0;;0;0164,,
Pedrezuela;28/06/2020 09:00;;0;35;594,03;1087
Santa María de la Alameda;28/06/2020 09:00;;0;7;558,21;1356
Horcajuelo de la Sierra;28/06/2020 09:00;;0;;0;0719,,
Arroyomolinos;28/06/2020 09:00;;3,19;198;630,65;151
Moralzarzal;28/06/2020 09:00;;7,68;81;621,83;908
Canencia;28/06/2020 09:00;;0;;671,14;344
Villarejo de Salvanés;28/06/2020 09:00;;13,63;44;599,86;1809
Serranillos del Valle;28/06/2020 09:00;;0;39;936,37;1408
Villaviciosa de Odón;28/06/2020 09:00;;17,96;232;833,48;1816
Camarma de Esteruelas;28/06/2020 09:00;;0;46;627,04;323
Robledo de Chavela;28/06/2020 09:00;;0;30;702,58;1258
Patones;28/06/2020 09:00;;184,84;11;2033,27;1071
Navalagamella;28/06/2020 09:00;;0;7;268,2;954
Rascafría;28/06/2020 09:00;;0;6;360,58;1202
El Boalo;28/06/2020 09:00;;13,32;46;612,68;231
Majadahonda;28/06/2020 09:00;6;8,35;633;881,3;800
Batres;28/06/2020 09:00;;0;10;593,82;170
Alcobendas;28/06/2020 09:00;12;10,25;879;751,03;66
Alcalá de Henares;28/06/2020 09:00;12;6,13;2512;1283,93;53
Colmenar Viejo;28/06/2020 09:00;;5,91;504;993,06;455
San Fernando de Henares;28/06/2020 09:00;;10,14;446;1131,06;1300
Villalbilla;28/06/2020 09:00;;7,21;94;677,33;1723
El Escorial;28/06/2020 09:00;;6,19;147;909,54;549
Colmenar del Arroyo;28/06/2020 09:00;;0;52;3014,49;421
Torrejón de Ardoz;28/06/2020 09:00;10;7,61;1123;854,8;1489
Piñuécar-Gandullas;28/06/2020 09:00;;0;;0;1147,,
Brea de Tajo;28/06/2020 09:00;;190,84;8;1526,72;259
El Molar;28/06/2020 09:00;;0;40;447,53;869
Belmonte de Tajo;28/06/2020 09:00;;0;;300,48;199
Torres de la Alameda;28/06/2020 09:00;;12,86;89;1144,11;1548
Somosierra;28/06/2020 09:00;;0;;2325,58;1436
Alpedrete;28/06/2020 09:00;;13,72;151;1036,02;105
Orusco de Tajuña;28/06/2020 09:00;;0;24;1929,26;1028
La Hiruela;28/06/2020 09:00;;0;;3508,77;698
Cervera de Buitrago;28/06/2020 09:00;;0;;2000;0395,,
Getafe;28/06/2020 09:00;42;22,9;1606;875,81;650
Ribatejada;28/06/2020 09:00;;0;;255,43;1224
Villaconejos;28/06/2020 09:00;;0;9;265,64;1701
Valdetorres de Jarama;28/06/2020 09:00;;0;18;400,27;1646
Madrid-Retiro;27/06/2020 09:00;35;29,33;1675;1403,82;79603
Madrid-Salamanca;27/06/2020 09:00;20;13,69;1756;1201,88;79604
Madrid-Centro;27/06/2020 09:00;25;18,54;1273;944,03;79601
Madrid-Arganzuela;27/06/2020 09:00;18;11,7;1751;1138,47;79602
Madrid-Chamartin;27/06/2020 09:00;12;8,23;1774;1216,33;79605
Madrid-Tetuan;27/06/2020 09:00;7;4,43;2217;1402,96;79606
Madrid-Chamberi;27/06/2020 09:00;20;14,35;1697;1217,54;79607
Madrid-Fuencarral-El Pardo;27/06/2020 09:00;32;13,01;3244;1319,03;79608
Madrid-Moncloa-Aravaca;27/06/2020 09:00;27;22,61;1543;1292,09;79609
Madrid-Latina;27/06/2020 09:00;54;22,67;3053;1281,6;79610
Madrid-Carabanchel;27/06/2020 09:00;40;15,8;2941;1162;79611
Madrid-Usera;27/06/2020 09:00;20;14,31;1491;1066,97;79612
Madrid-Puente de Vallecas;27/06/2020 09:00;63;26,82;3336;1420,44;79613
Madrid-San Blas - Canillejas;27/06/2020 09:00;15;9,49;1572;994,04;79620
Madrid-Barajas;27/06/2020 09:00;;10,22;452;923,49;79621
Madrid-Moratalaz;27/06/2020 09:00;27;28,55;1509;1595,64;79614
Madrid-Ciudad Lineal;27/06/2020 09:00;41;18,96;2403;1111,04;79615
Madrid-Hortaleza;27/06/2020 09:00;13;6,91;1857;986,78;79616
Madrid-Villaverde;27/06/2020 09:00;29;19,47;1570;1054,07;79617
Madrid-Villa de Vallecas;27/06/2020 09:00;20;18,12;1310;1186,97;79618
Madrid-Vicalvaro;27/06/2020 09:00;25;34,68;922;1278,94;79619
Pozuelo de Alarcón;27/06/2020 09:00;6;6,94;852;985,86;1150
Alcorcón;27/06/2020 09:00;12;7,04;1951;1144,19;72
Navalcarnero;27/06/2020 09:00;;3,41;222;757,73;967
San Agustín del Guadalix;27/06/2020 09:00;;0;84;627,85;1296
Las Rozas de Madrid;27/06/2020 09:00;11;11,48;864;901,75;1277
Moraleja de Enmedio;27/06/2020 09:00;;0;29;564,64;894
Valdaracete;27/06/2020 09:00;;0;7;1149,43;1551
Pozuelo del Rey;27/06/2020 09:00;;87,18;;348,74;1163
Puebla de la Sierra;27/06/2020 09:00;;0;;0;1185,,
Perales de Tajuña;27/06/2020 09:00;;34,07;12;408,86;1104
Valdemorillo;27/06/2020 09:00;;0;52;415,4;1603
Navalafuente;27/06/2020 09:00;;0;8;552,1;941
Velilla de San Antonio;27/06/2020 09:00;;8,17;78;637,46;1678
Villanueva de la Cañada;27/06/2020 09:00;;4,66;172;802,05;1760
